Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.45862308,209.472982,157.0767542,314.5550865,409.1631891,505.5003493,561.9068079,573.9165123,655.1199452,703.6838434,763.080638,883.7339715,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5843.533768,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171,4805.753718,4214.311336
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.0519099,71.16718821,73.43533082,78.51462075,86.16154951,51.38188126,52.1825517,54.80644312,54.90076208,55.7149339,69.76938418,71.62670983,69.13961473,84.41878205,94.68539954,113.7531561,118.9149331,142.0529839,154.5162733,193.1499639,221.2319418,227.12812,231.3436938,240.7817032,213.6168414,242.0585038,245.9153275,225.0714758,209.4148608,209.8944126,208.1466789,209.778011,190.4888799,161.887525,156.812381,167.0988878,143.4023238,158.9146699,144.4930173,128.9389187,136.4639708,134.3634269,123.1175361,113.5672513,128.3367028,151.6815663,167.3764625,172.4955966,198.3528517,212.1370572,234.2355325,249.5779728,252.3588663,256.9756471,274.8578422,305.549646,282.1930285,292.9980095,271.7524964,261.2452912,274.0095232
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,68.56643774,76.42437272,94.98428134,121.4914032,142.1397246,166.1181539,179.5510007,208.894194,255.0870363,292.7812413,318.8982204,263.3295153,231.6200913,219.2888029,209.6464299,216.9209096,301.6907282,375.2129439,406.3410187,409.6457291,510.6647147,521.6011287,579.4173309,552.3880168,600.1397889,704.3694919,681.4341848,615.2869411,628.1097791,25252.80191,23098.88651,23015.07126,25006.1914,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44760.29124,44184.94635,47410.56693,44670.56068,46757.95186,47764.07151,41008.29672,42012.62272,44198.48239,47577.97992,46414.43523,44594.37811
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,93.02270027,95.57223223,94.46449724,99.85891753,104.3399294,110.1325846,112.9408364,111.951561,116.8951498,116.0252571,114.5566751,112.5699756,134.8195851,161.9870615,174.0140945,207.3003128,208.6564032,218.453984,263.5814315,327.8223122,378.0443051,337.9783717,322.7774529,271.1298442,252.869785,244.4109417,303.3490356,344.5031468,346.7366313,311.6780452,393.686768,385.7538407,317.962736,411.9261797,279.6667512,367.3876952,387.4320753,361.0999995,379.4417839,551.8213852,512.6739185,518.0674789,574.9297762,711.2849227,798.7442556,822.7852014,856.0548758,966.203581,1125.426029,1088.757852,1036.534594,1130.27319,1145.140019,1251.209707,1291.410107,1076.796702,1087.287304,1136.59397,1240.830962,1219.515479,1291.040962
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,68.4247344,71.55818009,76.52054931,78.37219583,80.47271812,81.72505232,82.54568401,84.3630702,84.73293716,86.52020913,81.5000146,84.28782858,99.32674697,113.7803414,124.3588964,152.7279968,155.6490569,176.783351,225.9415178,262.0760096,282.6858501,254.2304687,245.0944909,217.9946024,193.8432731,200.8943518,256.7624807,291.1316167,313.0615914,304.8535209,351.9792335,346.4105959,361.0468756,334.943237,193.0702802,235.8321506,249.3605589,229.4929493,255.7182367,300.4217239,255.7186873,267.0975996,294.6653885,374.627358,418.3766603,457.9334308,473.4498682,535.0622795,643.404581,624.1751645,647.8360955,751.1727704,758.000427,787.4694383,792.8462374,653.3272681,688.2506963,734.996268,813.0996894,786.8954377,830.9251446
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,100.1221296,101.9014125,100.2211042,106.6466444,112.6653648,122.8706285,122.8475975,135.1473813,140.0027053,133.5514189,94.38167705,119.5597239,182.0200185,277.5706052,141.1971589,131.3732273,176.0339474,200.769677,227.7519265,247.6496168,220.718797,204.4176901,213.9966386,245.4539123,233.6580722,253.9744737,270.6996009,285.8292169,306.2687008,293.1604211,293.6449876,300.5557477,299.5330371,329.4240761,394.7174919,401.4986674,407.4291762,409.5431838,418.0689421,415.0344043,413.0802826,446.3106757,475.2919302,499.4619402,509.6401899,558.0518407,634.9870697,702.2644196,781.1535777,861.7621622,883.1171296,981.8608514,1118.873808,1248.45331,1401.564635,1563.767819,1698.132081,1855.69151,1968.792225
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.247173,1148.494399,2258.286018,1470.103703,1361.392386,1820.405094,1659.718346,1621.242961,1770.913534,2092.957694,2719.497656,3389.707049,3899.907638,4523.050833,5885.104348,7265.735497,6988.233325,6812.406338,7809.425062,7395.849803,7655.129708,7876.866465,7055.935673,7548.855007,8334.081728,9427.73043,9828.148515,9975.780001
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8537.71587,9269.269617,9446.084577,9421.356947,9590.541794,8706.766601,7041.634447,7554.932192,7958.747925,8031.00482,8529.052127,9055.644407,9082.827988,9698.15289,10130.3762,10376.9533,10544.79468,10672.23776,10076.26988,10401.56215,13636.41675,12868.17692,13049.90973,14222.0368,15846.50595,17959.39683,19307.50894,20976.44229,23066.45098,19355.92101,20722.07049,22514.20272,23654.36959,24744.29696,24989.43753,22634.08565,22608.45256,23742.93734,23991.04139,23443.43483,
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1550.267699,1651.317673,1752.840006,1867.010351,1994.440497,2144.739089,2322.705816,2556.634267,2804.333876,3215.153897,3178.86332,3297.411067,3322.219911,3696.03182,3416.439318,3156.250827,3328.615937,3617.45307,4131.386427,5533.251938,6340.787031,6624.992453,7168.160885,7698.083032,8877.705915,9893.042003,10344.32265,11156.55725,11387.70908,12163.43977,12356.231,11919.83357,11686.73974,11406.85813,11814.43471,12238.60461,12708.64145,22036.10068,23514.17756,26130.01296,27098.15632,27486.23677,28867.0825,28327.81367,28396.01371,30279.39221,30713.79806,31472.28554,30627.32775,28552.51716,28443.88848,28005.9124,29485.86422,28784.02449,29980.70826,31295.56387,31563.30787,32719.66659,33767.94119,34863.38405,28607.90138
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.012792,487.4769045,740.0996865,982.8018491,1102.390688,1251.747595,1467.776477,1530.814001,1769.198887,2224.742316,2814.999895,2980.601317,3416.51241,4193.36808,5090.945905,4714.693661,4635.510273,5092.554725,4778.636088,5131.404646,5329.631984,4727.276333,4994.68904,5394.579953,6072.184623,6120.112626,6031.556869
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.840514,,,,1739.806395,1323.25115,1452.445488,1394.568168,1515.976717,1212.045978,1276.493985,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5351.355382,6029.3968,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,5022.626643,5761.74712,6330.075246,6839.103833,6411.227813
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,304.9038598,316.4136295,327.0999965,336.9381023,351.1611263,377.590747,406.0942533,420.3759336,386.9399013,396.6277006,435.6833377,474.4366126,519.5553353,605.9334407,786.0810652,885.9579357,717.061406,858.8218118,980.7519338,1074.294773,1373.216845,1328.774121,1202.793176,1232.853202,1337.03762,1289.390744,1366.041674,1612.331335,1788.00132,2011.946797,2197.161593,2326.724165,2668.531425,2834.688335,2882.152016,2997.760459,3003.182652,2954.227237,2993.033651,3066.095151,3364.49179,3404.420498,3526.081595,3650.606527,3802.263075,3885.034003,4155.323804,4252.395386,4404.308194,4186.519984,4270.780031,4423.496842,4505.600593,4568.641228,4718.436581,4770.232656,4856.973249,4945.857699,5001.422157,5078.809944,4435.621154
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.402119,1961.538169,2020.385965,2020.265247,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.31006,28669.68171,30900.69428,31476.06372,33989.72316,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,95221.85887,104287.3875,106935.4863,101407.764,101875.2841,97774.16207,98431.86518,99471.6389,98467.68399,102005.6256,106885.8785,111820.5815,113023.1856,117098.4463,
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,116.9249682,123.4293413,136.312362,149.6403332,162.3260545,179.5830384,199.6295674,211.7970162,226.8069714,239.1274987,268.5840154,263.8927461,429.2975596,480.8036551,534.2732859,617.3068292,703.1354273,809.4121785,811.2852993,1030.833054,960.9837782,913.9748507,1019.057257,870.1856484,627.3986288,671.0758547,698.6920028,701.6659386,709.0599824,762.0777071,788.15232,784.1909887,801.0461369,880.9926864,950.8563862,998.5159532,1049.499374,1003.392231,997.5817489,948.8702113,904.2257999,907.5374158,967.4064586,1034.3118,1218.87407,1372.628368,1715.208393,1754.209464,1955.460181,2346.337844,2609.880562,2908.200371,3081.878824,3035.971655,3076.656439,3351.124344,3548.59078,3552.068144,3143.045494
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1452.869795,1646.95441,1515.045298,1615.836984,1928.288928,2082.198751,2299.706773,2908.496138,3100.280427,3975.390194,2596.919842,2791.208982,3500.611468,4748.215734,5166.163933,5282.008638,5087.152131,3478.37275,3749.753271,3156.798771,2829.283145,3070.910524,3637.462429,4790.436959,5886.463682,7348.030716,8831.023117,8597.915485,11286.2429,13245.61203,12370.02445,12300.32482,12112.58767,8814.001418,8710.096774,9928.643063,9151.445253,8897.48777,6796.844542
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,1274.548372,1633.823012,1760.660094,1988.895188,2209.767015,2667.079584,4010.81119,4398.824866,4580.97053,4851.099555,5271.729836,5500.414114,6019.653244,6605.779219,6999.876116,7717.177449,7711.295456,7714.742746,7444.178173,7819.570003,8121.561919,8335.899293,8851.046458,9315.967566,10459.44247,10914.28224,11268.42006,11209.42112,11361.51677,11699.37047,12512.57797,13822.74175,15199.56753,16770.66103,17092.58214,15885.41018,16056.37098,16458.35321,16249.67395,16451.27931,16489.07224,16524.8995,16900.04829,17391.66891,17745.25537,18148.49785,15191.16404
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1113.783042,1237.563579,1236.419664,1364.065978,1304.340672,1382.537631,1455.887576,1906.971488,2916.130273,6923.221828,7228.040373,8461.889582,9917.30147,10715.17654,14945.84109,25422.03919,21828.12245,20693.82491,18129.2439,17337.02648,15699.57478,10214.02849,11594.56754,11009.25739,11872.72517,13607.89027,13905.16834,15274.66771,14575.57459,14120.95256,15933.45283,16793.39123,16660.14763,12694.14896,14101.17285,18012.50219,16472.00329,16850.39408,18560.5035,21902.02712,26105.42203,30979.96284,32663.39237,37934.67645,27956.00514,35270.64214,47055.96064,47739.55769,44740.85942,41725.86752,31164.03625,27158.40565,28571.60829,31628.47626,31085.96189,27466.33964
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,316.3499358,332.8105995,329.573352,356.2505646,355.4158972,351.6798951,399.4935001,491.1278109,534.2961879,506.9683935,541.9322571,449.5012422,449.4004282,424.3378418,486.9019801,543.3016187,560.391079,638.4858666,643.9882263,690.9127435,718.196337,764.4328082,845.5006721,962.0953713,1068.431811,1228.432356,1330.977444,1757.190496,1828.154677,1819.19731,2258.186435,2563.261224,2538.949519,2472.724753,2652.225654,2752.630172,2930.574923,3286.596744,3243.477437,3316.167022,3122.376062
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,60.493958,64.17613957,68.05034896,71.10643908,75.95591847,81.76999433,89.97955291,100.4051435,110.9786423,126.5455484,153.3263787,197.1942216,246.5415378,353.8584793,428.1984332,479.0912931,483.1413197,564.129011,709.189338,947.7550457,1181.61387,1154.178578,1054.055946,1176.819535,1202.976002,1042.239754,1253.555317,1701.678133,2203.646615,2477.975358,2945.83204,2972.728953,3040.989396,2973.380401,2970.118425,3219.914242,3221.689056,3258.982428,3039.964944,3405.821058,3522.310821,3278.016079,3190.624811,4330.972369,5073.520408,5513.331063,5521.990608,5832.737052,5713.543931,5255.776533,6434.812485,7617.310041,7050.573472,7224.912737,7780.634758,6799.870178,7243.933974,7893.418671,8279.818457,7970.796968,6710.990411
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,74.68734697,80.68806373,80.21271167,81.91790923,88.29011578,91.83037465,94.39823569,95.89648392,109.9459104,105.7071013,104.4120165,109.4533592,123.3106512,143.1158463,146.2277673,193.3549821,225.9131745,248.6860332,292.4700089,327.3412249,362.4001488,306.8322393,320.4298321,273.5013818,257.3536366,340.201389,432.0117587,453.7462185,469.529167,449.3988958,513.3041877,478.5032764,477.1223243,419.8027038,271.5054976,346.1081962,304.6310755,276.4215961,278.3319015,280.9084242,251.2072914,250.3571459,260.7454587,293.661549,320.7368123,331.1630882,354.6708633,404.3745429,464.5612047,474.7056275,488.4217731,551.7496918,565.8011645,380.2978928,424.449106,377.422919,402.1916349,450.900697,475.9538495,467.9080218,476.8511127
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2259.294285,2240.433039,2268.585346,2374.498448,2555.111146,2770.361804,3047.106147,3217.159294,3462.678872,3763.953379,4124.621992,4520.11568,5085.670226,5838.718458,7032.884993,7511.512163,8809.011789,8919.547169,9124.017911,10043.45093,11170.30729,12337.43413,12481.52158,13424.99365,13878.28559,14114.73135,14461.37044,16309.1812,18936.95107,20716.11992,21448.84677,21767.85227,20879.4524,20121.35026,19934.30931,20613.10571,21227.0107,21901.59404,21024.50993,22315.17429,24266.19661,23821.44559,24239.23108,28302.18924,32136.72557,36394.36705,40506.0344,44662.15625,46706.70083,40932.33543,47562.08343,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.35644,46453.90187,46326.67264,43241.61783
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421.169095,2730.724018,3455.940228,3676.702089,3617.414657,3974.965618,3829.464842,3818.36928,4238.004264,4795.294844,5687.768711,6863.507062,8081.351789,9176.135628,11679.03921,14247.34047,11985.99039,12277.42815,13731.65028,12836.3806,13518.64337,13823.42776,12514.07157,12823.89135,14244.18798,16036.04109,16294.377,16082.45771
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360348,1971.316323,2131.391652,2294.182847,2501.29319,2620.475547,2784.733548,2960.722586,3121.889031,3344.783603,,,,,,,,,,,19410.09284,17679.49384,18015.3278,17873.89586,17005.65487,17166.34384,24480.19576,30466.27928,32717.92045,31334.50022,39609.00709,39577.97875,40747.39422,39269.67119,43128.25061,50157.28196,48144.18961,41631.08029,42739.73586,41787.48593,38951.05397,39727.49356,42578.55825,49472.20331,54878.65489,56547.84528,59298.56776,65361.37959,74572.92089,72080.40555,77117.12601,91254.03476,86547.67089,88109.48675,89684.70758,84776.14217,83073.28008,83352.08865,86429.50082,85300.34797,86601.55641
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40584.82851,42444.00762,43382.82685,41804.37092,44545.92231,48858.83186,56751.12694,58198.98418,63243.37383,74458.79467,,,,,,,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,638.94536,655.2522487,678.1281064,670.3956858,772.7257162,753.1279579,756.9120009,870.3198385,932.8615692,1094.682253,1173.218389,1640.0297,1554.387803,719.5991575,961.424604,1278.32816,1441.942086,1937.266572,2542.763806,2979.607879,2156.513066,1709.442069,1624.631968,1444.280138,1517.861345,1760.306398,2026.837914,2288.554941,2494.526796,2803.562714,3350.214089,3535.17436,4024.215228,5107.277513,5349.805227,5745.371076,5446.579522,4957.777557,5074.902616,4574.594716,4446.249371,4772.563723,6194.85272,7598.528877,9464.548507,10502.35071,10751.4816,10208.90797,12808.03834,14637.23344,15351.54074,15842.93648,14670.98891,13574.16924,13753.59215,14998.81706,15888.14436,14741.7144,13231.70421
